,title,genres,overview,production_companies,original_language,status,averageRating,numVotes,combined_features,index
41,ed wood,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","[{'name': 'Touchstone Pictures', 'id': 9195}]",en,Released,7.8,163150.0,"ed wood comedy drama history comedy drama history the mostly true story of the legendary ""worst director of all time"" who with the help of his strange friends filmed countless b-movies without ever becoming famous or successful touchstone pictures en en en",41
42,hoop dreams,"[{'id': 99, 'name': 'Documentary'}]","This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""Hoop Dreams"".","[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Kartemquin Films', 'id': 13042}]",en,Released,8.3,23998.0,"hoop dreams documentary documentary this documentary follows two inner-city chicago resents arthur agee and william gates as they follow their dreams of becoming basketball superstars beginning at the start of their high school years and ending almost years later as they start college we watch the boys mature into men still retaining their ""hoop dreams"" fine line features kartemquin films en en en",42
43,heavenly creatures,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.","[{'name': 'WingNut Films', 'id': 11}, {'name': 'Miramax Films', 'id': 14}, {'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Fontana Productions', 'id': 2306}]",en,Released,7.3,58218.0,heavenly creatures drama fantasy drama fantasy based on the true story of juliet hulme and pauline parker two close friends who share a love of fantasy and literature who conspire to kill paulines mother when she tries to end the girls intense and obsessive relationship wingnut films miramax films new zealand film commission fontana productions en en en,43
44,immortal beloved,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who this beloved was. Not easy as Beethoven has had many women in his life.","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Majestic Films International', 'id': 2630}, {'name': 'Icon Entertainment International', 'id': 4564}]",en,Released,7.4,22874.0,immortal beloved drama music romance drama music romance the life and death of the legendary ludwig van beethoven bese all the work he is known for the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who this beloved was not easy as beethoven has had many women in his life columbia pictures majestic films international icon entertainment international en en en,44
45,interview with the vampire,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","[{'name': 'Geffen Pictures', 'id': 360}]",en,Released,7.5,290120.0,interview with the vampire horror romance horror romance a vampire relates his epic life story of love betrayal loneliness and dark hunger to an over-curious reporter geffen pictures en en en,45
46,star wars,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",en,Released,8.6,1207095.0,star wars adventure action science fiction adventure action science fiction princess leia is captured and held hostage by the evil imperial forces in their effort to take over the galactic empire venturesome luke skywalker and dashing captain han solo team together with the loveable robot duo r-d and c-po to rescue the beautiful princess and restore peace and justice in the empire lucasfilm twentieth century fox film corporation en en en,46
47,little women,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","[{'name': 'Columbia Pictures', 'id': 5}]",en,Released,7.3,50542.0,little women drama romance drama romance with their father away as a chaplain in the civil war jo meg beth and amy grow up with their mother in somewhat reduced circumstances they are a close family who inevitably have their squabbles and tragedies but the bond holds even when later male friends start to become a part of the household columbia pictures en en en,47
48,a little princess,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.","[{'name': 'Warner Bros.', 'id': 6194}]",en,Released,7.7,31593.0,a little princess drama family fantasy drama family fantasy when her father enlists to fight for the british in wwi young sara crewe goes to new york to attend the same boarding school her late mother attended she soon clashes with the severe headmistress miss minchin who attempts to stifle saras creativity and sense of self- worth warner bros en en en,48
49,like water for chocolate,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.","[{'name': 'Aviacsa', 'id': 84803}, {'name': 'Cinevista', 'id': 84804}]",es,Released,7.1,16698.0,like water for chocolate drama romance drama romance tita is passionately in love with pedro but her controlling mother forbs her from marrying him when pedro marries her sister tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares infecting all who eat it with her intense heartbreak aviacsa cinevista es es es,49
50,legends of the fall,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.","[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Pangaea', 'id': 1656}]",en,Released,7.6,145367.0,legends of the fall adventure drama romance war adventure drama romance war an epic tale of three brothers and their father living in the remote wilderness of s usa and how their lives are affected by nature history war and love bedford falls productions tristar pictures pangaea en en en,50
51,the madness of king george,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Nicholas Hytner’s much awarded 1994 drama, based on Alan Bennett's West End play. George III's erratic behaviour leads to a plot in Parliament to have him declared insane and removed from the throne.","[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Samuel Goldwyn Company', 'id': 798}, {'name': 'Close Call Films', 'id': 23022}]",en,Released,7.2,15151.0,the madness of king george comedy drama history comedy drama history nicholas hytner’s much awarded drama based on alan bennetts west end play george iiis erratic behaviour leads to a plot in parliament to have him declared insane and removed from the throne channel four films samuel goldwyn company close call films en en en,51
52,murder in the first,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.","[{'name': 'Wolper Organization', 'id': 2428}, {'name': 'Warner Bros.', 'id': 6194}]",en,Released,7.3,26181.0,murder in the first crime drama crime drama inspired by a true story a petty criminal sent to alcatraz in the s is caught attempting to make an escape as punishment he is put in solitary confinement the maximum stay is supposed to be days but henri spends years alone cold and in complete darkness only to emerge a madman and soon to be a murderer the story follows a rookie lawyer attempting to prove that alcatraz was to blame wolper organization warner bros en en en,52
