Index,Id,Title,Year,Rated,Runtime,Director,Writer,Actors,Plot,imdbRating,imdbVotes
88,95,Broken Arrow,1996,R,108 min,John Woo,Graham Yost,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo",Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,6,81388
89,96,A Midwinter's Tale,1995,R,99 min,Kenneth Branagh,Kenneth Branagh,"Richard Briers, Hetta Charnley, Joan Collins, Nicholas Farrell","Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...",7.3,2092
90,97,La Haine,1995,NOT RATED,98 min,Mathieu Kassovitz,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,8.1,116310
91,98,Shopping,1994,R,87 min,Paul W.S. Anderson,Paul W.S. Anderson,"Sadie Frost, Jude Law, Sean Pertwee, Fraser James","You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds!. This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry'.",5.4,2221
92,99,Heidi Fleiss: Hollywood Madam,1995,NOT RATED,106 min,Nick Broomfield,N/A,"Nick Broomfield, Nina Xining Zuo, Madam Alex, Corinne Bohrer","A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...",6.6,582
93,100,City Hall,1996,R,111 min,Harold Becker,"Ken Lipper, Paul Schrader, Nicholas Pileggi, Bo Goldman","Al Pacino, John Cusack, Bridget Fonda, Danny Aiello","The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",6.2,17524
94,101,Bottle Rocket,1996,R,91 min,Wes Anderson,"Owen Wilson, Wes Anderson","Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler",Three friends plan to pull off a simple robbery and go on the run.,7.1,58695
95,102,Mr. Wrong,1996,PG-13,96 min,Nick Castle,"Chris Matheson, Kerry Ehrin, Craig Munson","Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell","A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",3.8,4464
96,103,Unforgettable,1996,R,117 min,John Dahl,Bill Geddie,"Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald","Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....",6,4253
97,104,Happy Gilmore,1996,PG-13,92 min,Dennis Dugan,"Tim Herlihy, Adam Sandler","Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay",A rejected hockey player puts his skills to the golf course to save his grandmother's house.,7,167774
98,105,The Bridges of Madison County,1995,PG-13,135 min,Clint Eastwood,"Richard LaGravenese (screenplay), Robert James Waller (novel)","Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak","Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",7.6,59135
99,107,Muppet Treasure Island,1996,G,99 min,"Brian Henson, David Lane","Robert Louis Stevenson (novel), Jerry Juhl (screenplay), Kirk R. Thatcher (screenplay), James V. Hart (screenplay)","Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop",The Muppets' twist on the classic tale.,6.9,17359
100,108,Catwalk,1995,N/A,95 min,Robert Leacock,N/A,"Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann","A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...",6.4,174
101,110,Braveheart,1995,R,178 min,Mel Gibson,Randall Wallace,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo","When his secret bride is executed for assaulting an English soldier who tried to rape her, Sir William Wallace begins a revolt against King Edward I of England.",8.4,813031
102,111,Taxi Driver,1976,R,113 min,Martin Scorsese,Paul Schrader,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, while attempting to save a preadolescent prostitute in the process.",8.3,565071
103,112,Rumble in the Bronx,1995,R,87 min,Stanley Tong,"Edward Tang, Fibe Ma","Jackie Chan, Anita Mui, Françoise Yip, Bill Tung",A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,6.7,32739
104,113,Before and After,1996,PG-13,108 min,Barbet Schroeder,"Rosellen Brown (book), Ted Tally (screenplay)","Meryl Streep, Liam Neeson, Edward Furlong, Julia Weldon",Two parents deal with the effects when their son is accused of murdering his girlfriend.,6.1,7146
105,114,Margaret's Museum,1995,R,114 min,Mort Ransen,"Sheldon Currie (story ""The Glace Bay Miner's Museum""), Gerald Wexler, Mort Ransen","Helena Bonham Carter, Clive Russell, Craig Anthony Olejnik, Kate Nelligan","Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",7.3,1196
106,116,Anne Frank Remembered,1995,PG,117 min,Jon Blair,"Jon Blair, Anne Frank (diary)","Kenneth Branagh, Janny Brandes-Brilslijper, Glenn Close, Rose De Liema","Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...",8.1,855
107,117,The Young Poisoner's Handbook,1995,R,99 min,Benjamin Ross,"Jeff Rawle, Benjamin Ross","Tobias Arnold, Ruth Sheen, Roger Lloyd Pack, Hugh O'Conor","This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...",7.1,3162
108,118,If Lucy Fell,1996,R,92 min,Eric Schaeffer,"Eric Schaeffer (story), Tony Spiridakis (story), Eric Schaeffer (screenplay)","Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson","Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...",4.9,3510
109,119,Steal Big Steal Little,1995,PG-13,135 min,Andrew Davis,"Andrew Davis (story), Teresa Tucker-Davies (story), Frank Ray Perilli (story), Andrew Davis (screenplay), Lee Blessing (screenplay), Jeanne Blake (screenplay), Terry Kahn (screenplay)","Andy Garcia, Alan Arkin, Rachel Ticotin, Joe Pantoliano","Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...",4.8,832
110,121,The Boys of St. Vincent,1992,N/A,93 min,John N. Smith,"Sam Grana, John N. Smith, Des Walsh","Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn",The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,7.7,1295
111,122,Boomerang,1992,R,117 min,Reginald Hudlin,"Eddie Murphy (story), Barry W. Blaustein (screenplay), David Sheffield (screenplay)","Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier",A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,5.4,21775
112,123,Chungking Express,1994,PG-13,102 min,Kar-Wai Wong,Kar-Wai Wong,"Brigitte Lin, Tony Chiu-Wai Leung, Faye Wong, Takeshi Kaneshiro","Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",8.1,45809
113,124,The Star Maker,1995,R,113 min,Giuseppe Tornatore,"Giuseppe Tornatore (story), Fabio Rinaudo (screenplay), Giuseppe Tornatore (screenplay)","Sergio Castellitto, Tiziana Lodato, Franco Scaldati, Leopoldo Trieste",A photographer and the types of people he encounters.,7.4,4130
114,125,Flirting with Disaster,1996,R,92 min,David O. Russell,David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore","A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",6.8,15811
115,126,The NeverEnding Story III,1994,G,95 min,Peter MacDonald,"Jeff Lieberman (screenplay), Karin Howard (story), Michael Ende (characters)","Jason James Richter, Melody Kay, Jack Black, Carole Finn",A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,3.1,8911
116,129,Pie in the Sky,1996,R,95 min,Bryan Gordon,Bryan Gordon,"Josh Charles, Anne Heche, John Goodman, Christine Lahti",A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,5.8,759
117,130,Angela,1995,NOT RATED,99 min,Rebecca Miller,Rebecca Miller,"Miranda Rhyne, Charlotte Eve Blythe, Anna Levine, John Ventimiglia",The ten year-old Angela and her little sister Ellie move to an old house in the countryside with her parents Mae and Andrew. Their mother has mental illness and has just left an institution...,6.4,676
118,131,Frankie Starlight,1995,R,101 min,Michael Lindsay-Hogg,"Ronan O'Leary, Chet Raymo (novel), Chet Raymo (screenplay)","Corban Walker, Niall Toibin, Owen Roe, Gabriel Byrne","This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...",6.7,781
119,132,Jade,1995,R,95 min,William Friedkin,Joe Eszterhas,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna","A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",5.2,9843
120,135,Down Periscope,1996,PG-13,92 min,David S. Ward,"Hugh Wilson (screenplay), Andrew Kurtzman (screenplay), Eliot Wald (screenplay), Hugh Wilson (story)","Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton","Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...",6,18110
121,137,Man of the Year,1995,N/A,86 min,Dirk Shafer,Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein, Cal Bartlett","Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...",6.1,301
122,140,Up Close & Personal,1996,PG-13,124 min,Jon Avnet,"Joan Didion, John Gregory Dunne, Alanna Nash (book)","Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna","An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.",6.1,11993
123,141,The Birdcage,1996,R,117 min,Mike Nichols,"Jean Poiret (play), Francis Veber (earlier screenplay), Édouard Molinaro (earlier screenplay), Marcello Danon (earlier screenplay), Jean Poiret (earlier screenplay), Elaine May (screenplay)","Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,7,66727
124,144,The Brothers McMullen,1995,R,98 min,Edward Burns,Edward Burns,"Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton","Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",6.6,6609
125,145,Bad Boys,1995,R,119 min,Michael Bay,"George Gallo (story), Michael Barrie (screenplay), Jim Mulholland (screenplay), Doug Richardson (screenplay)","Lisa Boyle, Will Smith, Martin Lawrence, Michael Taliferro",Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,6.8,188386
126,146,The Amazing Panda Adventure,1995,PG,84 min,Christopher Cain,"John Wilcox (story), Steven Alldredge (story), Jeff Rothberg (screenplay), Laurice Elehwany (screenplay)","Stephen Lang, Ryan Slater, Yi Ding, Wang Fei",A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,5.8,3353
127,147,The Basketball Diaries,1995,R,102 min,Scott Kalvert,"Jim Carroll (novel), Bryan Goluboff (screenplay)","Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio",A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,7.3,87026
128,148,An Awfully Big Adventure,1995,R,112 min,Mike Newell,"Beryl Bainbridge (novel), Charles Wood","Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong","Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...",6,2281
129,149,Amateur,1994,R,105 min,Hal Hartley,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young","Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...",7,4804
130,150,Apollo 13,1995,PG,140 min,Ron Howard,"Jim Lovell (book), Jeffrey Kluger (book), William Broyles Jr. (screenplay), Al Reinert (screenplay)","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,7.6,225444
